Way ID,Node ID,Latitude,Longitude
895134973,8320477227,59.6551686,17.9423483
895134974,1783497703,59.6527161,17.9345925
895134974,8320477229,59.6528167,17.9364384
895134975,4165354199,59.6528529,17.9345245
895134975,8320477231,59.6528777,17.9363853
895134976,4165354200,59.6530119,17.9344453
895134976,8320477233,59.6532365,17.9361776
895134977,4165354210,59.65328,17.9343118
895134977,8320477235,59.6535,17.9359892
895134978,4165354212,59.6533788,17.9342626
895134978,8320477237,59.6536025,17.9359361
895134979,4165354216,59.6538209,17.9340426
895134979,8320477239,59.6540125,17.9356415
895134980,4165354220,59.6541887,17.9338595
895134980,8320477241,59.6543785,17.9354627
895134981,4165354228,59.6544915,17.9337087
895134981,8320477243,59.654708,17.9354003
895134982,4165354231,59.6545925,17.9336584
895134982,8320477245,59.6548081,17.9353519
895134983,2357996307,59.6530129,17.9330503
895134983,8320477247,59.6527625,17.9315723
895134984,8320477248,59.6535208,17.9328002
895134984,8320477249,59.6532354,17.931267
895134985,8320477251,59.6536176,17.9311895
895134985,8320477250,59.6542066,17.9321663
895134985,4165354230,59.6546647,17.9319438
895134988,8320477256,59.6535041,17.9271362
895134988,8320477257,59.6532833,17.9295134
895134989,8320477258,59.6526319,17.9280636
895134989,8320477259,59.6529734,17.9299771
895134990,388537339,59.6521563,17.9285427
895134990,8320477261,59.6524886,17.9303042
895134991,8320477262,59.651838,17.9292661
895134991,8320477263,59.6520582,17.9305325
895134992,2357996310,59.6517772,17.929412
895134992,8320477265,59.6511914,17.9288531
895134993,388537339,59.6521563,17.9285427
895134993,8320477267,59.6512385,17.9280808
895134994,8320477268,59.6523258,17.9276114
895134994,8320477269,59.6513301,17.9270653
895134995,8320477270,59.6526473,17.9255884
895134995,8320477271,59.6514773,17.926406
895134996,6504645214,59.6526746,17.9254295
895134996,1783497700,59.6515077,17.9250351
895134996,8320477273,59.6511366,17.9259592
895134997,8320477275,59.6508733,17.9259158
895134997,8320477274,59.6507497,17.9247589
895134997,9707127285,59.6496883,17.9243766
895134999,10692944755,59.641692,17.9296805
895134999,8320477278,59.6415242,17.9306173
895134999,8320477279,59.6413923,17.9313426
895135000,8320477280,59.6417748,17.925756
895135000,8320477281,59.6409724,17.9257572
895135001,8320477282,59.6415254,17.9267006
895135001,8320477283,59.6406807,17.9267005
895135003,8320477284,59.6388588,17.9334006
895135003,8320477294,59.6386768,17.9340832
895135003,11314051621,59.6386724,17.9340992
895135003,11314051635,59.6386356,17.9342362
895135004,8320477295,59.6385,17.9331984
895135004,8320477287,59.6384593,17.9333529
895135004,8320477296,59.638357,17.9337416
895135004,11314051610,59.6383513,17.9337634
895135004,11314051609,59.6383153,17.9339006
895135005,8320477297,59.6381741,17.9328845
895135005,8320477298,59.6379914,17.9335735
895135006,11314051587,59.6427527,17.9204816
895135006,4169583974,59.6427184,17.920528
895135006,8320477299,59.6418595,17.9217143
895135007,8320477300,59.6423741,17.9206075
895135007,8320477301,59.6415857,17.9217013
895135008,8320477302,59.6420799,17.9205023
895135008,8320477303,59.6413405,17.9215197
895135009,8320477304,59.641838,17.9201555
895135009,8320477305,59.6408904,17.9214483
895135010,8320477306,59.6417163,17.92011
895135010,8320477307,59.6408142,17.9213353
895135011,4165279016,59.6409974,17.9201774
895135011,11314051588,59.6409456,17.9201865
895135011,11314051589,59.6409023,17.9202037
895135011,11314051590,59.6408694,17.9202327
895135011,8320477308,59.6407538,17.9203941
895135011,8320477309,59.6404102,17.9208696
895135012,8320477310,59.6405016,17.9199353
895135012,8320477311,59.6405503,17.919403
895135013,8320477312,59.6401735,17.919817
895135013,8320477313,59.6402211,17.9192926
895135014,8320477314,59.6398486,17.9196986
895135014,8320477315,59.6398962,17.9191757
895135015,8320477316,59.6395204,17.9195815
895135015,8320477317,59.6395692,17.9190434
895135016,8320477318,59.6391936,17.9194628
895135016,8320477319,59.6392398,17.9189352
895135018,11314051594,59.6385669,17.9192379
895135018,8320477323,59.6381327,17.9196002
895135019,8320477324,59.6382298,17.9191167
895135019,8320477325,59.6377886,17.9194879
895135020,9705514212,59.6378879,17.9189908
895135020,8320477326,59.6379357,17.9184768
895135021,11314051595,59.6382121,17.9191102
895135021,8320477328,59.6382603,17.9185827
1056255285,9705514213,59.6385887,17.9186786
1056255285,9705514214,59.6385371,17.9192264
1056255286,9705514215,59.6375457,17.9184732
1056255286,4171836979,59.6376495,17.9189063
1056255287,8320477300,59.6423741,17.9206075
1056255287,4171826636,59.6425299,17.9204037
1056255288,8320477302,59.6420799,17.9205023
1056255288,9705514216,59.6422226,17.920292
1056255289,9705526429,59.6552643,17.943305
1056255289,9705526430,59.655525,17.943173
1056257262,10692944756,59.6415247,17.9297476
1056257262,6511974272,59.6414176,17.9302435
1056257262,6511974306,59.6411401,17.9315444
1056420722,4169338569,59.6591261,17.9601207
1056420722,4169338565,59.6590956,17.9601492
1056420722,4169338558,59.6590391,17.9602169
1056420722,4169338555,59.6589842,17.9602974
1056420722,4169338553,59.6589436,17.9603886
1056420722,4169338549,59.6589198,17.9604677
1056420722,9707112194,59.6589069,17.9605181
1056420722,4169338548,59.6588921,17.9605763
1056420722,4169338546,59.6588724,17.9607185
1056420722,4169338545,59.658869,17.9608298
1056420722,4169338544,59.6588656,17.9608727
1056420723,4169338569,59.6591261,17.9601207
1056420723,4169338568,59.6591238,17.9601217
1056420723,4169338566,59.6591044,17.9601291
1056420723,4169338562,59.6590728,17.9601404
1056420723,4169338559,59.6590397,17.9601445
1056420723,4169338556,59.6589866,17.9601338
1056420723,4169338552,59.6589331,17.9601103
1056420723,4169338543,59.6588629,17.9600473
1056420723,4169338541,59.6588138,17.9599896
1056420723,4169338537,59.6587715,17.9599152
1056420723,4169338535,59.6587413,17.9598481
1056420723,9707112196,59.6587319,17.9598154
1056420723,4169338533,59.6587241,17.9597884
1056420724,9707112187,59.6584726,17.9643431
1056420724,9707112188,59.6592373,17.9639555
1056420725,9707112189,59.658509,17.9646166
1056420725,4169338522,59.6592681,17.9642116
1056420726,9707112190,59.6584223,17.9639408
1056420726,9707112191,59.659186,17.9635304
1056420727,9707112192,59.6579946,17.9604828
1056420727,4169338545,59.658869,17.9608298
1056420728,9707112193,59.6580382,17.9609003
1056420728,9707112194,59.6589069,17.9605181
1056420729,9707112195,59.6579439,17.9601787
1056420729,9707112196,59.6587319,17.9598154
1056420730,9707112197,59.657758,17.9594276
1056420730,4169338533,59.6587241,17.9597884
1056420731,9707112198,59.6577621,17.9594988
1056420731,9707112199,59.6584077,17.9591846
1056420732,9707112200,59.6576497,17.9584381
1056420732,9707112201,59.658217,17.9588475
1056420733,9707112201,59.658217,17.9588475
1056420733,9707112203,59.6583216,17.9590323
1056420733,9707112199,59.6584077,17.9591846
1056420733,9707112202,59.658709,17.9597172
1056420733,4169338533,59.6587241,17.9597884
1056420734,9707112203,59.6583216,17.9590323
1056420734,9707112204,59.6582065,17.9580988
1056442787,6511974283,59.6446144,17.9243556
1056442787,6511974282,59.6452855,17.9240763
1056442788,6511974305,59.6447478,17.9265027
1056442788,11314051603,59.6442952,17.9251363
1056442788,6511974304,59.6442354,17.9249823
1149402381,10692944748,59.64362,17.9222076
1149402381,11314051596,59.6436039,17.9223559
1149402381,10692944749,59.6435949,17.9224828
1149402381,11314051597,59.6435936,17.9225772
1149402381,10692944750,59.6435995,17.9226777
1149402381,11314051598,59.643609,17.922763
1149402381,10692944751,59.6436254,17.922864
1149402381,10692944752,59.6436468,17.9229553
1149402381,11314051599,59.6436725,17.9230345
1149402381,10692944753,59.6437019,17.9231091
1149402381,11314051601,59.6437315,17.9231728
1149402381,11314051600,59.6437685,17.9232349
1149402381,10692944754,59.6438134,17.9233019
1220992229,11314051620,59.638228,17.9334562
1220992229,11314051619,59.6382196,17.9335057
1220992229,11314051618,59.6382184,17.9335589
1220992229,11314051617,59.6382195,17.9335982
1220992229,11314051616,59.6382265,17.9336395
1220992229,11314051615,59.6382429,17.9336917
1220992229,11314051614,59.6382585,17.9337207
1220992229,11314051613,59.6382793,17.9337462
1220992229,11314051612,59.6382976,17.9337593
1220992229,11314051611,59.6383204,17.9337654
1220992229,11314051610,59.6383513,17.9337634
1220992230,11314051634,59.6385172,17.9337725
1220992230,11314051633,59.6385108,17.9338138
1220992230,11314051632,59.6385081,17.9338566
1220992230,11314051631,59.6385092,17.9338997
1220992230,11314051630,59.6385141,17.9339418
1220992230,11314051629,59.6385227,17.9339816
1220992230,11314051628,59.6385346,17.9340177
1220992230,11314051627,59.6385496,17.9340492
1220992230,11314051626,59.6385671,17.9340751
1220992230,11314051625,59.6385866,17.9340945
1220992230,11314051624,59.6386076,17.9341069
1220992230,11314051623,59.6386293,17.9341119
1220992230,11314051622,59.6386511,17.9341093
1220992230,11314051621,59.6386724,17.9340992
1352526366,8320477255,59.6535945,17.9298144
1352526366,8320477254,59.6540227,17.9290571
1352526367,8320477253,59.6537274,17.9304166
1352526367,8320477252,59.6542607,17.9305566
1352526368,11314051356,59.6462532,17.9275656
1352526368,8320477277,59.6467933,17.9279675
1352526372,12514202211,59.6433576,17.9274057
1352526372,6511974293,59.6437774,17.9281334
1352526373,12514202212,59.6431269,17.9283104
1352526373,6511974301,59.6434989,17.928847
1352526374,12514202213,59.6429086,17.9291815
1352526374,6511974291,59.6432567,17.9295852
1352526375,12514202214,59.6427273,17.9299098
1352526375,6511974300,59.6430756,17.9302417
1352526377,11314051652,59.6383664,17.9324585
1352526377,8320477292,59.6386419,17.9313981
