way_id,node_id,type,latitude,longitude
4966943,2052846988,taxiway,59.6487936,17.9540566
4966943,32894132,taxiway,59.6487274,17.9547586
4966943,4177193245,taxiway,59.64865,17.9555916
4966943,4163587455,taxiway,59.6485403,17.9567716
4966943,4163587454,taxiway,59.6485105,17.9571069
4966943,4163587453,taxiway,59.6484401,17.9574583
4966943,32894404,taxiway,59.6483872,17.9576326
4966943,4163587452,taxiway,59.6483113,17.957815
4966943,32894405,taxiway,59.6481785,17.9580564
4966943,4163587451,taxiway,59.6480999,17.9581583
4966943,32894406,taxiway,59.6479765,17.958271
4966943,4163587447,taxiway,59.6478898,17.95833
4966943,4163587444,taxiway,59.6477475,17.9583943
4966943,4163587442,taxiway,59.6476092,17.9583943
4966943,4163587440,taxiway,59.6474646,17.9583828
4967388,32897616,taxiway,59.6616576,17.9761225
4967388,32897617,taxiway,59.661353,17.9737583
4967388,9405281132,taxiway,59.6612371,17.9728469
4967388,4169338799,taxiway,59.6596894,17.9606749
4967388,32897618,taxiway,59.659589,17.9599124
4967388,4169338793,taxiway,59.6594992,17.9591784
4967388,951384180,taxiway,59.6592154,17.9569753
4967388,9405281122,taxiway,59.6588792,17.9543316
4967388,266153043,taxiway,59.6588021,17.9537251
4967388,4177137209,taxiway,59.6587138,17.953031
4967388,4165354318,taxiway,59.6585279,17.9515698
4967388,313318373,taxiway,59.6583033,17.9497639
4967388,4177137195,taxiway,59.6580214,17.9475476
4967388,4177137071,taxiway,59.6578353,17.9460841
4967388,4177137036,taxiway,59.65751,17.9435296
4967388,4165354286,taxiway,59.6574406,17.9429872
4967388,32897619,taxiway,59.6573927,17.9426089
4967388,4177136995,taxiway,59.6573356,17.9421727
4967388,2003271600,taxiway,59.6568903,17.9386574
4967388,2003271590,taxiway,59.6567324,17.937437
4967388,951385158,taxiway,59.656486,17.9354936
4967388,9405281066,taxiway,59.6562385,17.9335525
4967388,32897666,taxiway,59.6561621,17.9329498
4967388,9405281074,taxiway,59.6560851,17.9323465
4967388,9405281073,taxiway,59.6560677,17.9322152
4967388,2357996300,taxiway,59.6560314,17.931937
4967388,9405281039,taxiway,59.6558642,17.9306117
4967388,32897620,taxiway,59.6557393,17.9296443
4967388,9405280969,taxiway,59.6555424,17.9280961
4967388,2357998555,taxiway,59.6553172,17.9263138
4967388,4165279071,taxiway,59.6552936,17.9261307
4967388,4165279070,taxiway,59.6552234,17.9256936
4967388,32897621,taxiway,59.6551564,17.9254077
4967388,4165279069,taxiway,59.6550635,17.9250767
4967388,4165279067,taxiway,59.6549511,17.9247602
4967388,9405280932,taxiway,59.6549332,17.9247158
4967388,32897622,taxiway,59.6548655,17.9245485
4967388,32897623,taxiway,59.6545209,17.9239022
4967388,4165354221,taxiway,59.6542032,17.9233112
4967388,4169365868,taxiway,59.6540668,17.9230602
4967388,4169365867,taxiway,59.6540312,17.9230099
4967388,4169365866,taxiway,59.6539793,17.9229509
4967388,4169365865,taxiway,59.6539275,17.9229
4967388,4169365864,taxiway,59.6538781,17.9228631
4967388,4169365863,taxiway,59.6538435,17.9228379
4967388,4169365862,taxiway,59.6538288,17.9228284
24478426,4165354112,taxiway,59.6439242,17.9473779
24478426,4165354116,taxiway,59.6439852,17.9474879
24478426,4165354121,taxiway,59.6440774,17.9476005
24478426,4165354122,taxiway,59.6441859,17.9476596
24478426,32894379,taxiway,59.6443987,17.94774
24478426,4165354136,taxiway,59.6459222,17.9482952
24478426,9705514209,taxiway,59.6462989,17.9484334
24478426,4165354143,taxiway,59.6465511,17.9485259
24478426,4165354144,taxiway,59.646627,17.9485876
24478426,4165354147,taxiway,59.6467043,17.9486654
24478426,4165354148,taxiway,59.6467815,17.9488075
24478426,9705514207,taxiway,59.6468446,17.9490072
24478426,9705514208,taxiway,59.6471497,17.9499732
24478426,9705514210,taxiway,59.647268,17.9503477
24478426,9705514211,taxiway,59.647386,17.9507213
24478426,4165354167,taxiway,59.6475074,17.9511055
24478426,32894384,taxiway,59.6479343,17.9524151
24478426,2052847009,taxiway,59.6480644,17.9526511
24478426,4165354170,taxiway,59.6481593,17.9527316
24478426,32894385,taxiway,59.6484168,17.9528201
24478426,32894386,taxiway,59.6487395,17.9529973
24478426,32894387,taxiway,59.6489561,17.9533009
24478426,32894388,taxiway,59.6495172,17.9543094
24478426,2052847013,taxiway,59.6498354,17.9548094
24478426,4163587466,taxiway,59.6499417,17.9549223
24478426,2052846806,taxiway,59.6500854,17.9550282
24478426,4163587468,taxiway,59.6501904,17.9550671
24478426,4163587471,taxiway,59.6503178,17.9550859
24478426,32894133,taxiway,59.650456,17.9550819
24478434,4165354100,taxiway,59.6429866,17.9567588
24478434,4165354102,taxiway,59.6434722,17.9569011
24478434,4165354104,taxiway,59.6436606,17.9569346
24478434,4165354107,taxiway,59.6438266,17.9569548
24478434,4165354117,taxiway,59.64399,17.9569641
24478434,4165354124,taxiway,59.6443268,17.9569601
24478434,4165354126,taxiway,59.6445071,17.9569266
24478434,4165354127,taxiway,59.6447362,17.9568743
24478434,266146481,taxiway,59.6450398,17.9567777
24478434,4165354129,taxiway,59.6454085,17.9565953
24478434,4165354138,taxiway,59.6461479,17.9561005
24478434,266146482,taxiway,59.6464861,17.9558591
24478434,266146483,taxiway,59.6467592,17.9556713
24478434,4165367692,taxiway,59.6481098,17.9547158
24478434,4165367693,taxiway,59.6482237,17.954642
24478434,4165367694,taxiway,59.6482867,17.9546246
24478434,266146484,taxiway,59.6483549,17.9546253
24478437,4165354079,taxiway,59.6392835,17.955416
24478437,4165354080,taxiway,59.6394582,17.9554487
24478437,4165354081,taxiway,59.639646,17.9554889
24478437,4165354084,taxiway,59.6398215,17.9555144
24478437,4165354085,taxiway,59.6399801,17.9555265
24478437,4165354087,taxiway,59.6401699,17.9555238
24478437,4165354088,taxiway,59.640336,17.9555144
24478437,4165354090,taxiway,59.6404966,17.9554916
24478437,266146494,taxiway,59.6406946,17.95545
24478437,4165354091,taxiway,59.6410335,17.9553535
24478437,4165354092,taxiway,59.6413697,17.9551818
24478437,4165354093,taxiway,59.6417845,17.9549351
24478437,266146495,taxiway,59.6421803,17.9546561
24478437,4165354096,taxiway,59.6425165,17.9544201
24478437,4165354111,taxiway,59.6439209,17.953433
24478437,4165354123,taxiway,59.6441974,17.9532935
24478437,4165354125,taxiway,59.6444224,17.9532506
24478437,266146496,taxiway,59.6446108,17.9532654
24479066,4177137209,taxiway,59.6587138,17.953031
24479066,4177137210,taxiway,59.6587124,17.9531133
24479066,4177137211,taxiway,59.6587117,17.9532031
24479066,4177137207,taxiway,59.6586989,17.9533104
24479066,4177137208,taxiway,59.6586819,17.953407
24479066,4177137206,taxiway,59.6586596,17.9535129
24479066,4177137205,taxiway,59.6586325,17.9535987
24479066,4177137204,taxiway,59.658602,17.9536752
24479066,4177137203,taxiway,59.6585668,17.9537489
24479066,4177137202,taxiway,59.6585099,17.9538348
24479066,4177137201,taxiway,59.6584624,17.9538817
24479066,4177137200,taxiway,59.658413,17.953922
24479066,4177137199,taxiway,59.6583683,17.9539501
24479066,951391741,taxiway,59.6577178,17.9542675
24479066,266153078,taxiway,59.6574805,17.9543861
24479138,32897617,taxiway,59.661353,17.9737583
24479138,9405281127,taxiway,59.6613125,17.9736304
24479138,9405281126,taxiway,59.661251,17.9735233
24479138,9405281125,taxiway,59.6611877,17.9734511
24479138,9405281124,taxiway,59.6611191,17.9734085
24479138,9405281123,taxiway,59.6610478,17.9733931
24479138,266153667,taxiway,59.6606878,17.9735679
24479138,266153668,taxiway,59.6599629,17.97393
25117313,12460364413,taxiway,59.6420231,17.9414306
25117313,313318625,taxiway,59.6435057,17.946061
25117313,2336581155,taxiway,59.6437311,17.9467825
25117313,32894378,taxiway,59.6439627,17.9474928
25117313,4177192792,taxiway,59.6447557,17.9500002
25117313,4177192803,taxiway,59.6448999,17.9504531
25117313,4177192815,taxiway,59.644975,17.9506892
25117313,313319281,taxiway,59.6453013,17.9517003
25117313,4177192843,taxiway,59.6453375,17.9518145
25117313,4177192851,taxiway,59.6454037,17.9520194
25117313,4177192853,taxiway,59.6454275,17.9520907
25117313,4165354130,taxiway,59.6455393,17.9524245
25117313,4177192875,taxiway,59.6455755,17.9525505
25117313,4165354131,taxiway,59.6457101,17.9528912
25117313,4165354134,taxiway,59.6458916,17.9532338
25117313,4177193214,taxiway,59.6459509,17.953327
25117313,4177193221,taxiway,59.645997,17.9533994
25117313,4165354137,taxiway,59.646112,17.953555
25117313,4177193225,taxiway,59.6462661,17.9537186
25117313,4165354141,taxiway,59.6464257,17.9538514
25117313,32894131,taxiway,59.646705,17.9540191
28524099,313317874,taxiway,59.6289116,17.9475623
28524099,4165354009,taxiway,59.6288357,17.947565
28524099,4165354008,taxiway,59.6287767,17.9475851
28524099,2974400195,taxiway,59.6287177,17.9476227
28524099,313317882,taxiway,59.6286662,17.9476643
28524099,10018740332,taxiway,59.627268,17.9488846
28524099,313317879,taxiway,59.6270435,17.9490805
28524099,4165353993,taxiway,59.6268353,17.9492642
28524099,313317880,taxiway,59.6267757,17.9493393
28524099,4165352087,taxiway,59.6267221,17.9494211
28524099,4165352085,taxiway,59.6266624,17.9495539
28524099,4165352082,taxiway,59.6266163,17.9497188
28524099,32894124,taxiway,59.6265912,17.949865
28524109,313317882,taxiway,59.6286662,17.9476643
28524109,4165354006,taxiway,59.6285973,17.9477561
28524109,4165354004,taxiway,59.6285397,17.947858
28524109,4165354002,taxiway,59.6284963,17.9479694
28524109,313317948,taxiway,59.6284658,17.9480833
28524109,2974400101,taxiway,59.6284427,17.9481973
28524109,4165353999,taxiway,59.6284292,17.9483368
28524109,313317950,taxiway,59.6284244,17.9484709
28524109,4165354000,taxiway,59.6284339,17.9486225
28524109,4165354001,taxiway,59.6284543,17.9487606
28524109,313317952,taxiway,59.6284814,17.9488719
28524109,4165354003,taxiway,59.6285173,17.9489725
28524109,4165354005,taxiway,59.6285546,17.9490637
28524109,313317954,taxiway,59.6286109,17.9491629
28524109,4165354007,taxiway,59.6287635,17.9494218
28524109,4165354010,taxiway,59.6290408,17.9498912
28524109,4165354011,taxiway,59.6295439,17.9507347
28524109,4165354012,taxiway,59.6296775,17.9509332
28524109,4165354013,taxiway,59.6298192,17.9511344
28524109,313317956,taxiway,59.6299107,17.9512524
28524109,4165354014,taxiway,59.6302233,17.9516145
28524109,4165354015,taxiway,59.6304186,17.951821
28524109,4165354016,taxiway,59.6305616,17.9519471
28524109,313317958,taxiway,59.6307088,17.9520772
28524109,4165354017,taxiway,59.6308105,17.9521549
28524109,4165354019,taxiway,59.6309698,17.9522676
28524109,4165354020,taxiway,59.6311413,17.9523829
28524109,4165354021,taxiway,59.6313312,17.9524849
28524109,4165354022,taxiway,59.6315151,17.9525995
28524123,2357996309,taxiway,59.6551516,17.9316984
28524123,4165354241,taxiway,59.6550619,17.9309959
28524123,4165354238,taxiway,59.6549845,17.930408
28524123,4165354236,taxiway,59.6549291,17.930064
28524123,9405280983,taxiway,59.6548957,17.9298664
28524123,283044021,taxiway,59.6548049,17.9293412
28524123,9405280993,taxiway,59.6547137,17.9288233
28524123,283044022,taxiway,59.6546936,17.9287185
28524123,9405280977,taxiway,59.6546575,17.9285229
28524123,4165354232,taxiway,59.6546054,17.9282391
28524123,11314051288,taxiway,59.6545331,17.9278985
28524123,4165354226,taxiway,59.6544578,17.9275759
28524123,4165354223,taxiway,59.6543209,17.9270931
28524123,4165354222,taxiway,59.6542139,17.9267551
28524123,283044023,taxiway,59.6541133,17.9264831
28524123,4165354218,taxiway,59.6540521,17.926328
28524123,4165354217,taxiway,59.6539536,17.9260921
28524123,4165354215,taxiway,59.653735,17.925644
28524123,4165354214,taxiway,59.653607,17.9254133
28524123,4165354213,taxiway,59.6534328,17.9251304
28524123,4165354211,taxiway,59.6533244,17.9249802
28524123,283044024,taxiway,59.6532567,17.9248823
28524123,4165354203,taxiway,59.6531733,17.9247696
28524123,9405280994,taxiway,59.6531054,17.9246889
28524123,4165354202,taxiway,59.6530595,17.9246342
28524123,388537100,taxiway,59.6528494,17.9244115
28524123,4165354197,taxiway,59.6525893,17.9241809
28524123,283044026,taxiway,59.6524984,17.9241122
28524123,11314051339,taxiway,59.6523551,17.9240109
28524123,11314051340,taxiway,59.6521779,17.9239098
28524123,2357984002,taxiway,59.6519831,17.9238172
28524123,10018740320,taxiway,59.6516362,17.923695
28524123,283044027,taxiway,59.651278,17.9235625
28524123,10018740326,taxiway,59.6508393,17.9234062
28524123,4169365789,taxiway,59.6501839,17.9231646
28524123,283044028,taxiway,59.6496717,17.9229752
28524123,7229396087,taxiway,59.6494952,17.9229137
28524123,4169365235,taxiway,59.649363,17.9228676
28524123,4169370554,taxiway,59.6488669,17.9226878
28524123,283044029,taxiway,59.6487927,17.922659
28524123,4169370537,taxiway,59.6487308,17.922639
28524123,9405281006,taxiway,59.6484321,17.9225307
28524123,4172712419,taxiway,59.6477084,17.9222684
28524123,1783497721,taxiway,59.6473372,17.922132
28524123,4172712331,taxiway,59.6472749,17.9221108
28524123,313321841,taxiway,59.6469012,17.9219804
28524123,4172712247,taxiway,59.6468559,17.9219639
28524123,4172712212,taxiway,59.6466263,17.9218806
28524123,4172712197,taxiway,59.6464359,17.9218104
28524123,9405265683,taxiway,59.6444643,17.9210955
28524123,9405265688,taxiway,59.6442454,17.9210203
28524123,313321842,taxiway,59.64396,17.9209126
28524123,4169586244,taxiway,59.6437448,17.9208354
28524123,4169586226,taxiway,59.6436305,17.9207944
28524123,4169586207,taxiway,59.6434866,17.9207425
28524123,4169586201,taxiway,59.6434446,17.9207274
28524123,2357933617,taxiway,59.6431284,17.9206135
28524177,32894130,taxiway,59.6419065,17.9522837
28524177,4165354094,taxiway,59.6420827,17.9523226
28524177,313318550,taxiway,59.6423125,17.952336
28524177,4165354095,taxiway,59.6424298,17.9523212
28524177,4165354097,taxiway,59.6425748,17.9522797
28524177,313318551,taxiway,59.6427158,17.9522113
28524177,4165354098,taxiway,59.6428215,17.9521496
28524177,4165354099,taxiway,59.6429374,17.9520678
28524177,313318552,taxiway,59.6430608,17.9519471
28524177,313318553,taxiway,59.6431679,17.9518384
28524177,4165354101,taxiway,59.6434071,17.9514924
28524177,4165354103,taxiway,59.6435616,17.9512028
28524177,4165354105,taxiway,59.6436762,17.9509506
28524177,313318554,taxiway,59.6437663,17.9506945
28524177,4165354108,taxiway,59.6438429,17.9504236
28524177,4165354110,taxiway,59.6439134,17.9501272
28524177,4165354113,taxiway,59.6439724,17.9497946
28524177,313318555,taxiway,59.6440157,17.9494352
28524177,4165354119,taxiway,59.644034,17.9491482
28524177,4165354120,taxiway,59.6440415,17.9488464
28524177,313318556,taxiway,59.6440354,17.9485058
28524177,4165354118,taxiway,59.6440151,17.9481973
28524177,4165354115,taxiway,59.6439839,17.9479036
28524177,313318557,taxiway,59.6439439,17.9476529
28524177,4165354109,taxiway,59.6438849,17.9473565
28524177,4165354106,taxiway,59.6438131,17.9470789
28524177,2336581155,taxiway,59.6437311,17.9467825
28524250,32894388,taxiway,59.6495172,17.9543094
28524250,313319370,taxiway,59.6495725,17.9544503
28524250,313319371,taxiway,59.6496158,17.9547936
28524250,313319372,taxiway,59.649611,17.9550805
28524250,4177193277,taxiway,59.6495327,17.9559295
28524250,313319412,taxiway,59.6494687,17.9566241
28524250,4163587461,taxiway,59.6494267,17.9570881
28524250,4163587460,taxiway,59.649386,17.9574341
28524250,313319373,taxiway,59.6493305,17.9577346
28524250,4163587458,taxiway,59.6492464,17.9580216
28524250,313319374,taxiway,59.6491407,17.9582442
28524250,313319375,taxiway,59.6490255,17.9584373
28524250,313319377,taxiway,59.6488466,17.9586116
28524250,313319378,taxiway,59.6486935,17.9587082
28524250,32894049,taxiway,59.6484694,17.9587472
28524254,313319412,taxiway,59.6494687,17.9566241
28524254,313319447,taxiway,59.6495724,17.9560434
28524254,4163587462,taxiway,59.6496598,17.9557832
28524254,313319449,taxiway,59.6497438,17.9556009
28524254,313319451,taxiway,59.6498299,17.9554627
28524254,4163587465,taxiway,59.6499221,17.955342
28524254,2052846610,taxiway,59.650021,17.9552455
28524254,4163587467,taxiway,59.6501457,17.9551663
28524254,4163587469,taxiway,59.6502345,17.9551274
28524260,283044014,taxiway,59.6575008,17.9501561
28524260,4165354291,taxiway,59.657539,17.9504689
28524260,4165354293,taxiway,59.6575593,17.9506244
28524260,313319554,taxiway,59.6575999,17.950772
28524260,313319555,taxiway,59.6576663,17.9509141
28524260,4165354297,taxiway,59.6577409,17.951016
28524260,313319556,taxiway,59.6578154,17.951075
28524260,4177137082,taxiway,59.6578534,17.9510936
28524260,4177137084,taxiway,59.6578893,17.9511063
28524260,313318385,taxiway,59.6579437,17.951116
28524260,4165354299,taxiway,59.6579915,17.9511072
28524260,4177137196,taxiway,59.6580265,17.9511003
28524260,4165354301,taxiway,59.6580681,17.9510858
28524260,4177137197,taxiway,59.6580875,17.9510768
28524260,4165354304,taxiway,59.6581156,17.9510694
28524260,4177137198,taxiway,59.6581579,17.9510681
28524260,4165354306,taxiway,59.6581968,17.951075
28524260,2358000747,taxiway,59.6582456,17.9510898
28524260,4165354313,taxiway,59.6583303,17.9511528
28524260,2358000766,taxiway,59.6584075,17.9512239
28524260,4165354316,taxiway,59.6584807,17.9514224
28524260,4165354318,taxiway,59.6585279,17.9515698
28524266,4165354333,taxiway,59.6601667,17.9498546
28524266,4165354331,taxiway,59.6600857,17.9494158
28524266,4165354330,taxiway,59.6599922,17.9489142
28524266,4165354329,taxiway,59.6598499,17.9482785
28524266,313319628,taxiway,59.6596914,17.9477045
28524266,4165354328,taxiway,59.6595356,17.9472083
28524266,4165354327,taxiway,59.6593419,17.9466692
28524266,313319629,taxiway,59.6592349,17.9464019
28524266,4165354325,taxiway,59.6589855,17.9458457
28524266,10018740335,taxiway,59.6585321,17.9449272
28524266,4165354317,taxiway,59.6585221,17.944907
28524266,4165354296,taxiway,59.6576624,17.9431541
28524266,32897619,taxiway,59.6573927,17.9426089
28524408,32893757,taxiway,59.6575416,17.9241699
28524408,4169338510,taxiway,59.6575513,17.9241666
28524408,4169338511,taxiway,59.6575901,17.9241512
28524408,4169338512,taxiway,59.6576305,17.9241294
28524408,4169338513,taxiway,59.6576656,17.9241025
28524408,4169338514,taxiway,59.6577178,17.9240526
28524408,4169338515,taxiway,59.657755,17.924009
28524408,4169338516,taxiway,59.6577901,17.92396
28524408,4169338517,taxiway,59.6578226,17.9239071
28524408,4169338520,taxiway,59.6578604,17.9238323
28524408,4169338521,taxiway,59.657901,17.9237324
28524408,4169338524,taxiway,59.6579263,17.9236546
28524408,4169338525,taxiway,59.6579513,17.9235497
28524408,4169338526,taxiway,59.6579678,17.9234756
28524408,4165279612,taxiway,59.6579772,17.9234192
28524408,4165279613,taxiway,59.6579931,17.9232931
28524408,313321281,taxiway,59.6580012,17.9231268
28524408,4165279614,taxiway,59.6579969,17.922975
28524408,4169338527,taxiway,59.6579866,17.922867
28524408,313321282,taxiway,59.6579667,17.9227396
28524408,4165279608,taxiway,59.6579464,17.9226481
28524408,4169338523,taxiway,59.6579222,17.9225583
28524408,4165279606,taxiway,59.6578856,17.922454
28524408,4169338518,taxiway,59.657848,17.9223702
28524408,313321283,taxiway,59.6578084,17.9222974
28524408,313321284,taxiway,59.6576421,17.9220056
28524408,4169338509,taxiway,59.6573965,17.9216181
28524408,4169338508,taxiway,59.6572799,17.9214492
28524408,4169338507,taxiway,59.6571641,17.9212902
28524408,4169338506,taxiway,59.6570516,17.9211441
28524408,4169338505,taxiway,59.6569344,17.9210006
28524408,4169338503,taxiway,59.6568243,17.9208732
28524408,4169338502,taxiway,59.6567407,17.920784
28524408,4169338499,taxiway,59.6566251,17.9206633
28524408,4169338497,taxiway,59.6565469,17.9205835
28524408,4169338495,taxiway,59.6564449,17.9204903
28524408,4169338492,taxiway,59.6563508,17.9204078
28524408,4169338490,taxiway,59.6562996,17.920366
28524408,4169338489,taxiway,59.656263,17.920336
28524408,4169338085,taxiway,59.6561302,17.9202321
28524408,4169338083,taxiway,59.6559839,17.9201309
28524408,4169338082,taxiway,59.6558423,17.9200423
28524408,4169338081,taxiway,59.6557129,17.9199652
28524408,4169338080,taxiway,59.655576,17.9198928
28524408,4169338078,taxiway,59.6553186,17.9197591
28524410,32893755,taxiway,59.6534114,17.9226773
28524410,313321350,taxiway,59.653735,17.9224254
28524410,4169365882,taxiway,59.6543347,17.9219599
28524410,4165354245,taxiway,59.6552568,17.9212083
28524410,4169338084,taxiway,59.6561204,17.9205037
28524410,4169338086,taxiway,59.6561736,17.9204608
28524410,4169338088,taxiway,59.6562623,17.9203884
28524410,4169338490,taxiway,59.6562996,17.920366
28524410,4169338491,taxiway,59.6563216,17.9203528
28524410,4169338493,taxiway,59.6563721,17.9203293
28524410,4169338494,taxiway,59.6564344,17.9203092
28524410,4169338496,taxiway,59.6565171,17.9202905
28524410,4169338498,taxiway,59.6565926,17.9202791
28524410,4169338500,taxiway,59.6566539,17.9202784
28524410,4169338501,taxiway,59.6566949,17.9202824
28524410,4169338504,taxiway,59.6568758,17.9203226
28524416,4169338036,taxiway,59.6496829,17.9239486
28524416,1783497702,taxiway,59.6496825,17.9239194
28524416,4169365271,taxiway,59.6496766,17.9235253
28524416,283044028,taxiway,59.6496717,17.9229752
28524416,4169365269,taxiway,59.6496613,17.9223712
28524416,4169338032,taxiway,59.6496603,17.9223161
28524416,4169365267,taxiway,59.6496544,17.9218964
28524416,4169338030,taxiway,59.6496509,17.921651
28524416,4169338026,taxiway,59.6496465,17.9216148
28524416,4169338023,taxiway,59.6496309,17.9215229
28524416,4169338022,taxiway,59.6496072,17.9214257
28524416,4169338021,taxiway,59.649577,17.9213332
28524416,4169338020,taxiway,59.6495586,17.921284
28524461,4171826351,taxiway,59.6410906,17.9182184
28524461,4171826354,taxiway,59.6411015,17.9182272
